unit_name,unit_kind,source_file,start_line,parent_unit,reachable_from_main,depth_from_main,first_path_from_main,called_by_known,called_by_reachable_from_main,calls_known_local,calls_known_local_count,calls_unresolved_or_external,calls_ambiguous_local_names,raw_call_sites
actions,subroutine,SWATPLUS/swatplus/src/actions.f90,1,,yes,2,main > time_control > actions,hru_control;hru_lte_control;mallo_control;time_control;wallo_demand,hru_control;hru_lte_control;mallo_control;time_control;wallo_demand,cn2_init;cs_fert;curno;hru_fr_change;hru_lum_init;mgt_harvbiomass;mgt_harvgrain;mgt_harvresidue;mgt_harvtuber;mgt_killop;mgt_newtillmix_cswat0;mgt_newtillmix_cswat1;mgt_newtillmix_wet;mgt_transplant;pest_apply;pl_burnop;pl_fert;pl_fert_wet;pl_graze;pl_manure;plant_init;salt_fert;structure_set_parms;wet_initial,24,,,pl_fert_wet:309;pl_fert:317;pl_manure:341;salt_fert:342;cs_fert:343;mgt_newtillmix_cswat1:370;mgt_newtillmix_cswat0:372;mgt_transplant:411;mgt_harvbiomass:470;mgt_harvgrain:472;mgt_harvresidue:475;mgt_harvbiomass:477;mgt_harvtuber:479;mgt_harvtuber:481;mgt_harvbiomass:483;mgt_harvgrain:485;mgt_killop:539;mgt_harvbiomass:586;mgt_harvgrain:588;mgt_harvresidue:591;mgt_harvtuber:594;mgt_harvtuber:596;mgt_harvgrain:598;mgt_harvgrain:600;mgt_killop:605;pest_apply:690;pl_graze:708;wet_initial:890;mgt_newtillmix_wet:942;mgt_newtillmix_cswat1:945;mgt_newtillmix_cswat0:947;hru_fr_change:960;hru_lum_init:978;plant_init:979;cn2_init:980;structure_set_parms:1105;structure_set_parms:1126;structure_set_parms:1145;structure_set_parms:1165;structure_set_parms:1191;pl_burnop:1211;curno:1233
aqu_pest_output_init,subroutine,SWATPLUS/swatplus/src/aqu_pest_output_init.f90,1,,yes,2,main > time_control > aqu_pest_output_init,time_control,time_control,,0,,,
basin_sw_init,subroutine,SWATPLUS/swatplus/src/basin_sw_init.f90,1,,yes,2,main > time_control > basin_sw_init,time_control,time_control,,0,,,
calsoft_ave_output,subroutine,SWATPLUS/swatplus/src/calsoft_ave_output.f90,1,,yes,2,main > time_control > calsoft_ave_output,time_control,time_control,,0,,,
calsoft_sum_output,subroutine,SWATPLUS/swatplus/src/calsoft_sum_output.f90,1,,yes,2,main > time_control > calsoft_sum_output,time_control,time_control,,0,,,
cli_atmodep_time_control,subroutine,SWATPLUS/swatplus/src/cli_atmodep_time_control.f90,1,,yes,2,main > time_control > cli_atmodep_time_control,time_control,time_control,,0,,,
cli_precip_control,subroutine,SWATPLUS/swatplus/src/cli_precip_control.f90,1,,yes,2,main > time_control > cli_precip_control,climate_control;time_control,climate_control;time_control,cli_bounds_check;cli_pgen;cli_pgenhr,3,,,cli_pgen:66;cli_pgenhr:68;cli_bounds_check:81;cli_pgen:95;cli_pgenhr:96;cli_pgen:112
climate_control,subroutine,SWATPLUS/swatplus/src/climate_control.f90,1,,yes,2,main > time_control > climate_control,time_control,time_control,cli_bounds_check;cli_clgen;cli_precip_control;cli_rhgen;cli_slrgen;cli_tgen;cli_weatgn;cli_wndgen,8,,,cli_precip_control:59;cli_weatgn:64;cli_tgen:66;cli_bounds_check:71;cli_weatgn:82;cli_tgen:83;cli_clgen:93;cli_slrgen:95;cli_bounds_check:100;cli_slrgen:109;cli_rhgen:119;cli_bounds_check:124;cli_rhgen:133;cli_wndgen:145;cli_bounds_check:150;cli_wndgen:159;cli_bounds_check:173
conditions,subroutine,SWATPLUS/swatplus/src/conditions.f90,1,,yes,2,main > time_control > conditions,hru_control;hru_lte_control;mallo_control;res_control;time_control;wallo_demand;wetland_control,hru_control;hru_lte_control;mallo_control;res_control;time_control;wallo_demand;wetland_control,cond_integer;cond_real,2,,,cond_real:84;cond_real:101;cond_real:118;cond_real:141;cond_real:156;cond_real:171;cond_real:186;cond_integer:232;cond_integer:241;cond_integer:250;cond_integer:260;cond_integer:266;cond_real:273;cond_real:280;cond_real:310;cond_integer:316;cond_integer:322;cond_integer:331;cond_integer:340;cond_integer:346;cond_integer:352;cond_integer:358;cond_integer:367;cond_real:374;cond_real:381;cond_real:388;cond_real:395;cond_real:402;cond_real:422;cond_real:444;cond_real:451;cond_real:458;cond_real:483;cond_real:617;cond_real:624;cond_real:631;cond_real:638;cond_real:645;cond_real:771;cond_real:780;cond_real:792;cond_real:804;cond_real:834
mallo_control,subroutine,SWATPLUS/swatplus/src/mallo_control.f90,1,,yes,2,main > time_control > mallo_control,time_control,time_control,actions;conditions;pl_fert,3,,,conditions:45;actions:46;pl_fert:59
mgt_newtillmix_cswat0,subroutine,SWATPLUS/swatplus/src/mgt_newtillmix_cswat0.f90,1,,yes,2,main > time_control > mgt_newtillmix_cswat0,actions;mgt_sched;time_control,actions;mgt_sched;time_control,,0,,,
sim_initday,subroutine,SWATPLUS/swatplus/src/sim_initday.f90,1,,yes,2,main > time_control > sim_initday,time_control,time_control,,0,,,
xmon,subroutine,SWATPLUS/swatplus/src/xmon.f90,1,,yes,2,main > time_control > xmon,cli_tmeas;plant_init;time_control;time_read,cli_tmeas;plant_init;time_control;time_read,,0,,,
unit_hyd,subroutine,SWATPLUS/swatplus/src/unit_hyd.f90,1,,yes,2,main > unit_hyd_ru_hru > unit_hyd,unit_hyd_ru_hru,unit_hyd_ru_hru,,0,,,
wet_initial,subroutine,SWATPLUS/swatplus/src/wet_initial.f90,1,,yes,2,main > wet_all_initial > wet_initial,actions;wet_all_initial,actions;wet_all_initial,res_convert_mass,1,,,res_convert_mass:155
curno,subroutine,SWATPLUS/swatplus/src/curno.f90,1,,yes,3,main > calsoft_control > calsoft_hyd > curno,actions;cal_parm_select;calsoft_hyd;calsoft_hyd_bfr_surq;cn2_init;mgt_sched;pl_burnop,actions;cal_parm_select;calsoft_hyd;calsoft_hyd_bfr_surq;cn2_init;mgt_sched;pl_burnop,ascrv,1,,,ascrv:81
calsoft_hyd_bfr_et,subroutine,SWATPLUS/swatplus/src/calsoft_hyd_bfr_et.f90,1,,yes,3,main > calsoft_control > calsoft_hyd_bfr > calsoft_hyd_bfr_et,calsoft_hyd_bfr,calsoft_hyd_bfr,re_initialize;time_control,2,,,re_initialize:100;time_control:106;re_initialize:174;re_initialize:177;time_control:183
calsoft_hyd_bfr_latq,subroutine,SWATPLUS/swatplus/src/calsoft_hyd_bfr_latq.f90,1,,yes,3,main > calsoft_control > calsoft_hyd_bfr > calsoft_hyd_bfr_latq,calsoft_hyd_bfr,calsoft_hyd_bfr,re_initialize;time_control,2,,,re_initialize:98;time_control:104;re_initialize:164;time_control:170
calsoft_hyd_bfr_perc,subroutine,SWATPLUS/swatplus/src/calsoft_hyd_bfr_perc.f90,1,,yes,3,main > calsoft_control > calsoft_hyd_bfr > calsoft_hyd_bfr_perc,calsoft_hyd_bfr,calsoft_hyd_bfr,re_initialize;time_control,2,,,re_initialize:114;time_control:120;re_initialize:189;time_control:195
calsoft_hyd_bfr_pet,subroutine,SWATPLUS/swatplus/src/calsoft_hyd_bfr_pet.f90,1,,yes,3,main > calsoft_control > calsoft_hyd_bfr > calsoft_hyd_bfr_pet,calsoft_hyd_bfr,calsoft_hyd_bfr,re_initialize;time_control,2,,,re_initialize:87;time_control:92
calsoft_hyd_bfr_surq,subroutine,SWATPLUS/swatplus/src/calsoft_hyd_bfr_surq.f90,1,,yes,3,main > calsoft_control > calsoft_hyd_bfr > calsoft_hyd_bfr_surq,calsoft_hyd_bfr,calsoft_hyd_bfr,curno;re_initialize;time_control,3,,,curno:81;re_initialize:97;time_control:103;curno:151;re_initialize:167;time_control:175
calsoft_plant_zero,subroutine,SWATPLUS/swatplus/src/calsoft_plant_zero.f90,1,,yes,3,main > calsoft_control > calsoft_plant > calsoft_plant_zero,calsoft_plant,calsoft_plant,,0,,,
cs_rctn_aqu,subroutine,SWATPLUS/swatplus/src/cs_rctn_aqu.f90,1,,yes,3,main > command > aqu_1d_control > cs_rctn_aqu,aqu_1d_control,aqu_1d_control,se_reactions_aquifer,1,,,se_reactions_aquifer:65;se_reactions_aquifer:71;se_reactions_aquifer:77;se_reactions_aquifer:83
cs_sorb_aqu,subroutine,SWATPLUS/swatplus/src/cs_sorb_aqu.f90,1,,yes,3,main > command > aqu_1d_control > cs_sorb_aqu,aqu_1d_control,aqu_1d_control,,0,,,
salt_chem_aqu,subroutine,SWATPLUS/swatplus/src/salt_chem_aqu.f90,1,,yes,3,main > command > aqu_1d_control > salt_chem_aqu,aqu_1d_control,aqu_1d_control,activity_coefficient;caco3;caso4;cationexchange;ionic_strength;mgco3;mgso4;nacl,8,,,ionic_strength:124;activity_coefficient:141;caco3:161;mgco3:162;caso4:163;mgso4:164;nacl:165;cationexchange:212
gwflow_canal_div,subroutine,SWATPLUS/swatplus/src/gwflow_canal_div.f90,1,,yes,3,main > command > gwflow_simulate > gwflow_canal_div,gwflow_simulate,gwflow_simulate,,0,,,
gwflow_canal_ext,subroutine,SWATPLUS/swatplus/src/gwflow_canal_ext.f90,1,,yes,3,main > command > gwflow_simulate > gwflow_canal_ext,gwflow_simulate,gwflow_simulate,,0,,,
gwflow_gwet,subroutine,SWATPLUS/swatplus/src/gwflow_gwet.f90,1,,yes,3,main > command > gwflow_simulate > gwflow_gwet,gwflow_simulate,gwflow_simulate,,0,,,
gwflow_lateral,subroutine,SWATPLUS/swatplus/src/gwflow_lateral.f90,1,,yes,3,main > command > gwflow_simulate > gwflow_lateral,gwflow_simulate,gwflow_simulate,gwflow_heat;gwflow_solute,2,,,gwflow_heat:171;gwflow_solute:176
gwflow_output_aa,subroutine,SWATPLUS/swatplus/src/gwflow_output.f90,1954,,yes,3,main > command > gwflow_simulate > gwflow_output_aa,gwflow_simulate,gwflow_simulate,gwflow_write_cell_array,1,,,gwflow_write_cell_array:2162;gwflow_write_cell_array:2167
gwflow_output_day,subroutine,SWATPLUS/swatplus/src/gwflow_output.f90,556,,yes,3,main > command > gwflow_simulate > gwflow_output_day,gwflow_simulate,gwflow_simulate,,0,,,
gwflow_output_mon,subroutine,SWATPLUS/swatplus/src/gwflow_output.f90,1270,,yes,3,main > command > gwflow_simulate > gwflow_output_mon,gwflow_simulate,gwflow_simulate,,0,,,
gwflow_output_yr,subroutine,SWATPLUS/swatplus/src/gwflow_output.f90,1537,,yes,3,main > command > gwflow_simulate > gwflow_output_yr,gwflow_simulate,gwflow_simulate,,0,,,
gwflow_phreatophyte,subroutine,SWATPLUS/swatplus/src/gwflow_phreatophyte.f90,1,,yes,3,main > command > gwflow_simulate > gwflow_phreatophyte,gwflow_simulate,gwflow_simulate,,0,,,
gwflow_pond,subroutine,SWATPLUS/swatplus/src/gwflow_pond.f90,1,,yes,3,main > command > gwflow_simulate > gwflow_pond,gwflow_simulate,gwflow_simulate,,0,,,
gwflow_pump_ext,subroutine,SWATPLUS/swatplus/src/gwflow_pump_ext.f90,1,,yes,3,main > command > gwflow_simulate > gwflow_pump_ext,gwflow_simulate,gwflow_simulate,,0,,,
gwflow_rech,subroutine,SWATPLUS/swatplus/src/gwflow_rech.f90,1,,yes,3,main > command > gwflow_simulate > gwflow_rech,gwflow_simulate,gwflow_simulate,,0,,,
albedo,subroutine,SWATPLUS/swatplus/src/albedo.f90,1,,yes,3,main > command > hru_control > albedo,hru_control,hru_control,,0,,,
cbn_rsd_transfer,subroutine,SWATPLUS/swatplus/src/cbn_rsd_transfer.f90,1,,yes,3,main > command > hru_control > cbn_rsd_transfer,hru_control,hru_control,,0,,,
cbn_surfrsd_decomp,subroutine,SWATPLUS/swatplus/src/cbn_surfrsd_decomp.f90,1,,yes,3,main > command > hru_control > cbn_surfrsd_decomp,hru_control,hru_control,,0,,,
cbn_zhang2,subroutine,SWATPLUS/swatplus/src/cbn_zhang2.f90,1,,yes,3,main > command > hru_control > cbn_zhang2,hru_control,hru_control,nut_np_flow,1,,,nut_np_flow:740;nut_np_flow:749;nut_np_flow:758;nut_np_flow:767;nut_np_flow:779;nut_np_flow:788;nut_np_flow:802;nut_np_flow:815
cs_lch,subroutine,SWATPLUS/swatplus/src/cs_lch.f90,1,,yes,3,main > command > hru_control > cs_lch,hru_control,hru_control,,0,,,
cs_rain,subroutine,SWATPLUS/swatplus/src/cs_rain.f90,1,,yes,3,main > command > hru_control > cs_rain,hru_control,hru_control,,0,,,
cs_rctn_hru,subroutine,SWATPLUS/swatplus/src/cs_rctn_hru.f90,1,,yes,3,main > command > hru_control > cs_rctn_hru,hru_control,hru_control,se_reactions_soil,1,,,se_reactions_soil:84;se_reactions_soil:89;se_reactions_soil:94;se_reactions_soil:99
cs_sorb_hru,subroutine,SWATPLUS/swatplus/src/cs_sorb_hru.f90,1,,yes,3,main > command > hru_control > cs_sorb_hru,hru_control,hru_control,,0,,,
et_act,subroutine,SWATPLUS/swatplus/src/et_act.f90,1,,yes,3,main > command > hru_control > et_act,hru_control,hru_control,,0,,,
et_pot,subroutine,SWATPLUS/swatplus/src/et_pot.f90,1,,yes,3,main > command > hru_control > et_pot,hru_control,hru_control,,0,,,
hru_hyds,subroutine,SWATPLUS/swatplus/src/hru_hyds.f90,1,,yes,3,main > command > hru_control > hru_hyds,hru_control,hru_control,flow_hyd_ru_hru,1,,,flow_hyd_ru_hru:221
hru_urb_bmp,subroutine,SWATPLUS/swatplus/src/hru_urb_bmp.f90,1,,yes,3,main > command > hru_control > hru_urb_bmp,hru_control,hru_control,,0,,,
hru_urban,subroutine,SWATPLUS/swatplus/src/hru_urban.f90,1,,yes,3,main > command > hru_control > hru_urban,hru_control,hru_control,,0,,,
hru_urbanhr,subroutine,SWATPLUS/swatplus/src/hru_urbanhr.f90,1,,yes,3,main > command > hru_control > hru_urbanhr,hru_control,hru_control,hru_sweep,1,,,hru_sweep:130;hru_sweep:133;hru_sweep:135;hru_sweep:150;hru_sweep:154;hru_sweep:158
mgt_biomix,subroutine,SWATPLUS/swatplus/src/mgt_biomix.f90,1,,yes,3,main > command > hru_control > mgt_biomix,hru_control,hru_control,mgt_tillfactor,1,,,mgt_tillfactor:302
mgt_operatn,subroutine,SWATPLUS/swatplus/src/mgt_operatn.f90,1,,yes,3,main > command > hru_control > mgt_operatn,hru_control,hru_control,mgt_sched,1,,,mgt_sched:48;mgt_sched:61;mgt_sched:71
nut_nitvol,subroutine,SWATPLUS/swatplus/src/nut_nitvol.f90,1,,yes,3,main > command > hru_control > nut_nitvol,hru_control,hru_control,,0,,,
nut_nlch,subroutine,SWATPLUS/swatplus/src/nut_nlch.f90,1,,yes,3,main > command > hru_control > nut_nlch,hru_control,hru_control,,0,,,
nut_nminrl,subroutine,SWATPLUS/swatplus/src/nut_nminrl.f90,1,,yes,3,main > command > hru_control > nut_nminrl,hru_control,hru_control,,0,,,
nut_nrain,subroutine,SWATPLUS/swatplus/src/nut_nrain.f90,1,,yes,3,main > command > hru_control > nut_nrain,hru_control,hru_control,,0,,,
nut_orgn,subroutine,SWATPLUS/swatplus/src/nut_orgn.f90,1,,yes,3,main > command > hru_control > nut_orgn,hru_control,hru_control,,0,,,
nut_orgnc2,subroutine,SWATPLUS/swatplus/src/nut_orgnc2.f90,1,,yes,3,main > command > hru_control > nut_orgnc2,hru_control,hru_control,,0,,,
nut_pminrl,subroutine,SWATPLUS/swatplus/src/nut_pminrl.f90,1,,yes,3,main > command > hru_control > nut_pminrl,hru_control,hru_control,,0,,,
nut_pminrl2,subroutine,SWATPLUS/swatplus/src/nut_pminrl2.f90,1,,yes,3,main > command > hru_control > nut_pminrl2,hru_control,hru_control,,0,,,
nut_psed,subroutine,SWATPLUS/swatplus/src/nut_psed.f90,1,,yes,3,main > command > hru_control > nut_psed,hru_control,hru_control,,0,,,
nut_solp,subroutine,SWATPLUS/swatplus/src/nut_solp.f90,1,,yes,3,main > command > hru_control > nut_solp,hru_control,hru_control,,0,,,
path_ls_process,subroutine,SWATPLUS/swatplus/src/path_ls_process.f90,1,,yes,3,main > command > hru_control > path_ls_process,hru_control,hru_control,,0,,,
path_ls_runoff,subroutine,SWATPLUS/swatplus/src/path_ls_runoff.f90,1,,yes,3,main > command > hru_control > path_ls_runoff,hru_control,hru_control,,0,,,
path_ls_swrouting,subroutine,SWATPLUS/swatplus/src/path_ls_swrouting.f90,1,,yes,3,main > command > hru_control > path_ls_swrouting,hru_control,hru_control,,0,,,
pest_decay,subroutine,SWATPLUS/swatplus/src/pest_decay.f90,1,,yes,3,main > command > hru_control > pest_decay,hru_control,hru_control,,0,,,
pest_enrsb,subroutine,SWATPLUS/swatplus/src/pest_enrsb.f90,1,,yes,3,main > command > hru_control > pest_enrsb,hru_control,hru_control,,0,,,
pest_lch,subroutine,SWATPLUS/swatplus/src/pest_lch.f90,1,,yes,3,main > command > hru_control > pest_lch,hru_control,hru_control,,0,,,
pest_pesty,subroutine,SWATPLUS/swatplus/src/pest_pesty.f90,1,,yes,3,main > command > hru_control > pest_pesty,hru_control,hru_control,,0,,,
pest_pl_up,subroutine,SWATPLUS/swatplus/src/pest_pl_up.f90,1,,yes,3,main > command > hru_control > pest_pl_up,hru_control,hru_control,,0,,,
pest_soil_tot,subroutine,SWATPLUS/swatplus/src/pest_soil_tot.f90,1,,yes,3,main > command > hru_control > pest_soil_tot,hru_control,hru_control,,0,,,
pest_washp,subroutine,SWATPLUS/swatplus/src/pest_washp.f90,1,,yes,3,main > command > hru_control > pest_washp,hru_control,hru_control,,0,,,
pl_community,subroutine,SWATPLUS/swatplus/src/pl_community.f90,1,,yes,3,main > command > hru_control > pl_community,hru_control,hru_control,pl_waterup,1,,,pl_waterup:108
pl_fert,subroutine,SWATPLUS/swatplus/src/pl_fert.f90,1,,yes,3,main > command > hru_control > pl_fert,actions;hru_control;mallo_control;mgt_sched,actions;hru_control;mallo_control;mgt_sched,,0,,,
pl_graze,subroutine,SWATPLUS/swatplus/src/pl_graze.f90,1,,yes,3,main > command > hru_control > pl_graze,actions;hru_control,actions;hru_control,,0,,,
pl_grow,subroutine,SWATPLUS/swatplus/src/pl_grow.f90,1,,yes,3,main > command > hru_control > pl_grow,hru_control,hru_control,pl_biomass_gro;pl_dormant;pl_leaf_gro;pl_leaf_senes;pl_mortality;pl_nut_demand;pl_partition;pl_root_gro;pl_seed_gro,9,,,pl_nut_demand:22;pl_dormant:35;pl_biomass_gro:43;pl_root_gro:45;pl_leaf_gro:47;pl_leaf_senes:49;pl_seed_gro:51;pl_partition:53;pl_mortality:57
rls_routeaqu,subroutine,SWATPLUS/swatplus/src/rls_routeaqu.f90,1,,yes,3,main > command > hru_control > rls_routeaqu,hru_control,hru_control,,0,,,
rls_routesoil,subroutine,SWATPLUS/swatplus/src/rls_routesoil.f90,1,,yes,3,main > command > hru_control > rls_routesoil,hru_control,hru_control,,0,,,
rls_routesurf,subroutine,SWATPLUS/swatplus/src/rls_routesurf.f90,1,,yes,3,main > command > hru_control > rls_routesurf,hru_control,hru_control,,0,,,
rls_routetile,subroutine,SWATPLUS/swatplus/src/rls_routetile.f90,1,,yes,3,main > command > hru_control > rls_routetile,hru_control,hru_control,,0,,,
rsd_decomp,subroutine,SWATPLUS/swatplus/src/rsd_decomp.f90,1,,yes,3,main > command > hru_control > rsd_decomp,hru_control,hru_control,,0,,,
salt_chem_hru,subroutine,SWATPLUS/swatplus/src/salt_chem_hru.f90,1,,yes,3,main > command > hru_control > salt_chem_hru,hru_control,hru_control,activity_coefficient;caco3;caso4;cationexchange;ionic_strength;mgco3;mgso4;nacl,8,,,ionic_strength:176;activity_coefficient:193;caco3:233;mgco3:234;caso4:235;mgso4:236;nacl:237;cationexchange:285
salt_lch,subroutine,SWATPLUS/swatplus/src/salt_lch.f90,1,,yes,3,main > command > hru_control > salt_lch,hru_control,hru_control,,0,,,
salt_rain,subroutine,SWATPLUS/swatplus/src/salt_rain.f90,1,,yes,3,main > command > hru_control > salt_rain,hru_control,hru_control,,0,,,
salt_roadsalt,subroutine,SWATPLUS/swatplus/src/salt_roadsalt.f90,1,,yes,3,main > command > hru_control > salt_roadsalt,hru_control,hru_control,,0,,,
sep_biozone,subroutine,SWATPLUS/swatplus/src/sep_biozone.f90,1,,yes,3,main > command > hru_control > sep_biozone,hru_control,hru_control,,0,,,
smp_bmpfixed,subroutine,SWATPLUS/swatplus/src/smp_bmpfixed.f90,1,,yes,3,main > command > hru_control > smp_bmpfixed,hru_control,hru_control,,0,,,
smp_buffer,subroutine,SWATPLUS/swatplus/src/smp_buffer.f90,1,,yes,3,main > command > hru_control > smp_buffer,hru_control,hru_control,,0,,,
smp_filter,subroutine,SWATPLUS/swatplus/src/smp_filter.f90,1,,yes,3,main > command > hru_control > smp_filter,hru_control,hru_control,,0,,,
smp_grass_wway,subroutine,SWATPLUS/swatplus/src/smp_grass_wway.f90,1,,yes,3,main > command > hru_control > smp_grass_wway,hru_control,hru_control,,0,,,
sq_canopyint,subroutine,SWATPLUS/swatplus/src/sq_canopyint.f90,1,,yes,3,main > command > hru_control > sq_canopyint,hru_control,hru_control,,0,,,
sq_crackvol,subroutine,SWATPLUS/swatplus/src/sq_crackvol.f90,1,,yes,3,main > command > hru_control > sq_crackvol,hru_control,hru_control,,0,,,
sq_snom,subroutine,SWATPLUS/swatplus/src/sq_snom.f90,1,,yes,3,main > command > hru_control > sq_snom,hru_control,hru_control,,0,,,
sq_surfst,subroutine,SWATPLUS/swatplus/src/sq_surfst.f90,1,,yes,3,main > command > hru_control > sq_surfst,hru_control,hru_control,,0,,,
stmp_solt,subroutine,SWATPLUS/swatplus/src/stmp_solt.f90,1,,yes,3,main > command > hru_control > stmp_solt,hru_control,hru_control,,0,,,
stor_surfstor,subroutine,SWATPLUS/swatplus/src/stor_surfstor.f90,1,,yes,3,main > command > hru_control > stor_surfstor,hru_control,hru_control,,0,,,
surface,subroutine,SWATPLUS/swatplus/src/surface.f90,1,,yes,3,main > command > hru_control > surface,hru_control,hru_control,ero_cfactor;ero_eiusle;ero_ovrsed;ero_pkq;ero_ysed;sq_crackflow;sq_dailycn;sq_volq,8,,,sq_dailycn:46;sq_volq:50;sq_crackflow:53;ero_pkq:67;ero_eiusle:71;ero_ovrsed:74;ero_cfactor:78;ero_ysed:79
swr_latsed,subroutine,SWATPLUS/swatplus/src/swr_latsed.f90,1,,yes,3,main > command > hru_control > swr_latsed,hru_control,hru_control,,0,,,
swr_percmain,subroutine,SWATPLUS/swatplus/src/swr_percmain.f90,1,,yes,3,main > command > hru_control > swr_percmain,hru_control,hru_control,gwflow_soil;swr_drains;swr_origtile;swr_percmacro;swr_percmicro;swr_satexcess,6,,,gwflow_soil:66;swr_percmacro:81;swr_percmicro:114;swr_satexcess:136;swr_drains:188;swr_origtile:190
swr_substor,subroutine,SWATPLUS/swatplus/src/swr_substor.f90,1,,yes,3,main > command > hru_control > swr_substor,hru_control,hru_control,,0,,,
swr_subwq,subroutine,SWATPLUS/swatplus/src/swr_subwq.f90,1,,yes,3,main > command > hru_control > swr_subwq,hru_control,hru_control,,0,,,
varinit,subroutine,SWATPLUS/swatplus/src/varinit.f90,1,,yes,3,main > command > hru_control > varinit,hru_control,hru_control,,0,,,
wet_irrp,subroutine,SWATPLUS/swatplus/src/wet_irrp.f90,1,,yes,3,main > command > hru_control > wet_irrp,hru_control,hru_control,,0,,,
wetland_control,subroutine,SWATPLUS/swatplus/src/wetland_control.f90,1,,yes,3,main > command > hru_control > wetland_control,hru_control,hru_control,conditions;ero_cfactor;gwflow_wetland;res_hydro;res_nutrient;res_sediment;res_weir_release;wet_cs;wet_salt,9,,,gwflow_wetland:101;res_weir_release:180;conditions:189;res_hydro:190;res_sediment:208;res_nutrient:213;wet_salt:221;wet_cs:225;ero_cfactor:229
gwflow_reservoir,subroutine,SWATPLUS/swatplus/src/gwflow_reservoir.f90,1,,yes,3,main > command > res_control > gwflow_reservoir,res_control,res_control,,0,,,
res_cs,subroutine,SWATPLUS/swatplus/src/res_cs.f90,1,,yes,3,main > command > res_control > res_cs,res_control,res_control,,0,,,
res_hydro,subroutine,SWATPLUS/swatplus/src/res_hydro.f90,1,,yes,3,main > command > res_control > res_hydro,res_control;wetland_control,res_control;wetland_control,,0,,,
res_nutrient,subroutine,SWATPLUS/swatplus/src/res_nutrient.f90,1,,yes,3,main > command > res_control > res_nutrient,res_control;wetland_control,res_control;wetland_control,,0,,,
res_pest,subroutine,SWATPLUS/swatplus/src/res_pest.f90,1,,yes,3,main > command > res_control > res_pest,res_control,res_control,,0,,,
res_rel_conds,subroutine,SWATPLUS/swatplus/src/res_rel_conds.f90,1,,yes,3,main > command > res_control > res_rel_conds,res_control,res_control,cond_integer_c;cond_real_c,2,,,cond_real_c:28;cond_real_c:30;cond_real_c:32;cond_integer_c:34;cond_real_c:54;cond_real_c:57
res_salt,subroutine,SWATPLUS/swatplus/src/res_salt.f90,1,,yes,3,main > command > res_control > res_salt,res_control,res_control,,0,,,
res_sediment,subroutine,SWATPLUS/swatplus/src/res_sediment.f90,1,,yes,3,main > command > res_control > res_sediment,res_control;wetland_control,res_control;wetland_control,,0,,,
flow_hyd_ru_hru,subroutine,SWATPLUS/swatplus/src/flow_hyd_ru_hru.f90,1,,yes,3,main > command > ru_control > flow_hyd_ru_hru,hru_hyds;ru_control,hru_hyds;ru_control,,0,,,
ch_rtmusk,subroutine,SWATPLUS/swatplus/src/ch_rtmusk.f90,1,,yes,3,main > command > sd_channel_control3 > ch_rtmusk,sd_channel_control3,sd_channel_control3,rcurv_interp_flo,1,,,rcurv_interp_flo:129;rcurv_interp_flo:160
ch_rtpath,subroutine,SWATPLUS/swatplus/src/ch_rtpath.f90,1,,yes,3,main > command > sd_channel_control3 > ch_rtpath,sd_channel_control3,sd_channel_control3,,0,,,
ch_rtpest,subroutine,SWATPLUS/swatplus/src/ch_rtpest.f90,1,,yes,3,main > command > sd_channel_control3 > ch_rtpest,sd_channel_control3,sd_channel_control3,,0,,,
ch_temp,subroutine,SWATPLUS/swatplus/src/ch_temp.f90,1,,yes,3,main > command > sd_channel_control3 > ch_temp,sd_channel_control3,sd_channel_control3,,0,,,
ch_watqual4,subroutine,SWATPLUS/swatplus/src/ch_watqual4.f90,1,,yes,3,main > command > sd_channel_control3 > ch_watqual4,sd_channel_control3,sd_channel_control3,rcurv_interp_flo,1,,,rcurv_interp_flo:123
gwflow_canal,subroutine,SWATPLUS/swatplus/src/gwflow_canal.f90,1,,yes,3,main > command > sd_channel_control3 > gwflow_canal,sd_channel_control3,sd_channel_control3,,0,,,
gwflow_channel_exch,subroutine,SWATPLUS/swatplus/src/gwflow_channel_exch.f90,1,,yes,3,main > command > sd_channel_control3 > gwflow_channel_exch,sd_channel_control3,sd_channel_control3,,0,,,
gwflow_satexcess,subroutine,SWATPLUS/swatplus/src/gwflow_satexcess.f90,1,,yes,3,main > command > sd_channel_control3 > gwflow_satexcess,sd_channel_control3,sd_channel_control3,,0,,,
gwflow_tile,subroutine,SWATPLUS/swatplus/src/gwflow_tile.f90,1,,yes,3,main > command > sd_channel_control3 > gwflow_tile,sd_channel_control3,sd_channel_control3,,0,,,
rcurv_interp_flo,subroutine,SWATPLUS/swatplus/src/rcurv_interp_flo.f90,1,,yes,3,main > command > sd_channel_control3 > rcurv_interp_flo,ch_rtmusk;ch_watqual4;sd_channel_control3;sd_channel_sediment3,ch_rtmusk;ch_watqual4;sd_channel_control3;sd_channel_sediment3,chrc_interp,1,,,chrc_interp:27
sd_channel_sediment3,subroutine,SWATPLUS/swatplus/src/sd_channel_sediment3.f90,1,,yes,3,main > command > sd_channel_control3 > sd_channel_sediment3,sd_channel_control3,sd_channel_control3,gwflow_floodplain;rcurv_interp_flo,2,,,rcurv_interp_flo:85;gwflow_floodplain:113
